Wed Oct 15 2014 17:46:32 GMT-0400 (EDT),1.28263,0.79758,0.48505,0.4822463690476188,1.3598913636794114,1.28238,0.7981,0.48428000000000004,0.482246369047619,0.9864055633810446
Wed Oct 15 2014 17:47:33 GMT-0400 (EDT),1.28258,0.79748,0.4851000000000001,0.482246726190476,1.3836422401831492,1.28235,0.79796,0.4843900000000001,0.48224672619047615,1.0393409021140931
Wed Oct 15 2014 17:48:34 GMT-0400 (EDT),1.28248,0.79747,0.48501000000000005,0.4822461904761903,1.3407326470215448,1.28231,0.79796,0.48435000000000006,0.48224619047619044,1.0205645821249483
Wed Oct 15 2014 17:49:35 GMT-0400 (EDT),1.28237,0.79748,0.48489000000000004,0.4822454761904759,1.2834502879181477,1.28217,0.79799,0.48418000000000005,0.4822454761904762,0.9388704051077561
Wed Oct 15 2014 17:50:36 GMT-0400 (EDT),1.28198,0.79735,0.4846299999999999,0.48224380952380935,1.1592156470643213,1.28169,0.79783,0.48385999999999996,0.4822438095238095,0.7851482550780177
Wed Oct 15 2014 17:51:37 GMT-0400 (EDT),1.28188,0.7973,0.4845799999999999,0.4822434523809522,1.1353226531695035,1.28165,0.79781,0.48383999999999994,0.4822434523809524,0.7757585011464964
Wed Oct 15 2014 17:52:38 GMT-0400 (EDT),1.28163,0.7973,0.48433000000000004,0.4822421428571427,1.0151744319695206,1.28135,0.79781,0.48353999999999997,0.48224214285714284,0.6310543766392436
Wed Oct 15 2014 17:53:39 GMT-0400 (EDT),1.28212,0.7973,0.4848199999999999,0.4822450595238093,1.2500000358721493,1.28183,0.79781,0.48402,0.4822450595238096,0.8616415328754531
Wed Oct 15 2014 17:54:40 GMT-0400 (EDT),1.28212,0.7973,0.4848199999999999,0.4822450595238093,1.2500000358721493,1.28187,0.79781,0.48406000000000005,0.4822450595238096,0.8810594580269638
Wed Oct 15 2014 17:55:41 GMT-0400 (EDT),1.2822,0.79734,0.48485999999999996,0.4822452976190474,1.2691176155183959,1.28195,0.79777,0.48417999999999994,0.48224529761904755,0.9390609387806578
Wed Oct 15 2014 17:56:42 GMT-0400 (EDT),1.28215,0.79743,0.48471999999999993,0.48224446428571405,1.2021700938796065,1.28195,0.79781,0.4841399999999999,0.4822444642857143,0.9205103907359655
Wed Oct 15 2014 17:57:43 GMT-0400 (EDT),1.28199,0.79725,0.48473999999999995,0.48224458333333314,1.2117401346399603,1.28177,0.79759,0.48418000000000005,0.4822445833333333,0.9398118092280314
Wed Oct 15 2014 17:58:44 GMT-0400 (EDT),1.28202,0.79739,0.4846299999999999,0.48224392857142834,1.1590804371332322,1.2818,0.79777,0.48403000000000007,0.4822439285714286,0.8676188094948815
Wed Oct 15 2014 17:59:45 GMT-0400 (EDT),1.2819,0.79726,0.48464000000000007,0.4822439880952379,1.163870128809057,1.28168,0.79765,0.48402999999999996,0.48224398809523816,0.8675607586011397
Wed Oct 15 2014 18:00:47 GMT-0400 (EDT),1.2813,0.79733,0.4839700000000001,0.4822549404761903,0.832195700609715,1.28104,0.79769,0.48334999999999995,0.48225494047619044,0.5313540521412589
Wed Oct 15 2014 18:01:47 GMT-0400 (EDT),1.28138,0.79725,0.48412999999999995,0.4822558928571426,0.9090044154019161,1.28117,0.79765,0.48351999999999995,0.48225589285714276,0.6131340883017846
Wed Oct 15 2014 18:02:48 GMT-0400 (EDT),1.28219,0.79737,0.4848199999999999,0.4822599999999998,1.2390338909885446,1.28194,0.79773,0.48421000000000003,0.48225999999999997,0.9437953466692283
Wed Oct 15 2014 18:03:50 GMT-0400 (EDT),1.2828,0.7978,0.485,0.4822610714285712,1.3247542519317392,1.28258,0.79821,0.4843700000000001,0.4822610714285714,1.0200383176130854
Wed Oct 15 2014 18:04:50 GMT-0400 (EDT),1.28248,0.79765,0.4848300000000001,0.4822601190476189,1.2437271151165812,1.28225,0.79805,0.48419999999999985,0.48226011904761895,0.9388304693090832
Wed Oct 15 2014 18:05:52 GMT-0400 (EDT),1.28241,0.79788,0.48453,0.48225827380952363,1.1005857364607026,1.2822,0.79828,0.48392,0.4822582738095238,0.8050583520302925
Wed Oct 15 2014 18:06:53 GMT-0400 (EDT),1.2824,0.79743,0.48497,0.4822608928571427,1.3104794773095065,1.2822,0.79788,0.48432,0.48226089285714285,0.9960542385564293
Wed Oct 15 2014 18:07:54 GMT-0400 (EDT),1.28231,0.79749,0.48482000000000003,0.4822599999999998,1.2390338909885983,1.28207,0.79787,0.4842000000000001,0.48225999999999997,0.9389553705324851
Wed Oct 15 2014 18:08:55 GMT-0400 (EDT),1.28215,0.79784,0.4843099999999999,0.4822569642857141,0.9952982433390993,1.28196,0.79815,0.48380999999999996,0.48225696428571424,0.7529015240889624
Wed Oct 15 2014 18:09:56 GMT-0400 (EDT),1.28234,0.79784,0.48450000000000004,0.48225809523809504,1.0862408675408002,1.28215,0.79819,0.48395999999999995,0.4822580952380952,0.8246017121174787
Wed Oct 15 2014 18:10:57 GMT-0400 (EDT),1.28171,0.79725,0.4844599999999999,0.48225791666666645,1.0670463316295846,1.2815,0.79776,0.48374000000000006,0.48225791666666656,0.7181615518704604
Wed Oct 15 2014 18:11:58 GMT-0400 (EDT),1.28187,0.79717,0.4847,0.48225928571428556,1.1817944206404432,1.28161,0.79761,0.4839999999999999,0.4822592857142857,0.842854259044403
Wed Oct 15 2014 18:12:59 GMT-0400 (EDT),1.28189,0.79748,0.48441,0.48225755952380933,1.0431821982530647,1.28165,0.79792,0.48373,0.4822575595238095,0.7136195912329483
